연도,시도,시군구,사고건수,사망자수,부상자수,치사율,차대사람,차대차,차량단독,철길건널목,과속,중앙선 침범,신호위반,안전거리 미확보,안전운전 의무 불이행,보행자 보호의무 위반,교차로 통행방법 위반,기타
2023,전라북도,전라북도 남원시,261,16,346,6.13,64,170,27,0,0,19,20,14,152,8,6,42
2023,전라북도,전라북도 무주군,79,4,134,5.06,10,62,7,0,0,6,6,3,49,2,1,12
2023,전라북도,전라북도 부안군,168,7,241,4.17,35,125,8,0,0,16,15,7,88,9,5,28
2023,전라북도,전라북도 순창군,95,3,132,3.16,14,67,14,0,0,8,5,1,64,6,2,9
2023,전라북도,전라북도 완주군,257,21,417,8.17,40,204,13,0,0,29,45,22,122,9,7,23
2023,전라북도,전라북도 익산시,826,16,1144,1.94,181,629,16,0,0,47,131,38,437,20,40,113
2023,전라북도,전라북도 임실군,75,6,118,8.0,10,54,11,0,0,7,4,6,40,10,2,6
2023,전라북도,전라북도 장수군,48,8,60,16.67,16,23,9,0,0,4,1,2,27,7,1,6
2023,전라북도,전라북도 전주시,1981,26,2870,1.31,452,1486,43,0,0,88,365,124,1069,51,137,147
2023,전라북도,전라북도 정읍시,350,12,559,3.43,80,258,12,0,0,31,65,11,151,18,26,48
2023,전라북도,전라북도 진안군,97,6,145,6.19,13,71,13,0,0,11,5,7,57,3,1,13
2023,제주도,제주도 서귀포시,1210,20,1910,1.65,179,884,147,0,0,76,84,101,619,43,47,240
2023,제주도,제주도 제주시,2740,25,3974,0.91,537,2049,154,0,0,104,241,350,1454,109,171,311
2023,충청남도,충청남도 계룡시,59,0,93,0.0,12,44,3,0,0,3,7,5,25,5,8,6
2023,충청남도,충청남도 공주시,439,22,644,5.01,81,329,29,0,0,31,40,22,263,27,22,34
2023,충청남도,충청남도 금산군,139,7,178,5.04,28,89,22,0,0,12,9,0,80,26,6,6
2023,충청남도,충청남도 논산시,298,9,465,3.02,55,225,18,0,0,17,34,11,155,22,14,45
2023,충청남도,충청남도 당진시,561,18,818,3.21,114,427,20,0,0,34,55,24,342,51,29,26
2023,충청남도,충청남도 보령시,279,8,418,2.87,82,179,18,0,0,25,27,7,162,3,24,31
2023,충청남도,충청남도 부여군,237,13,320,5.49,42,180,15,0,0,24,20,7,130,19,8,29
2023,충청남도,충청남도 서산시,683,23,995,3.37,137,517,29,0,0,41,73,55,366,42,30,76
2023,충청남도,충청남도 서천군,226,11,367,4.87,38,147,41,0,0,12,23,8,144,4,6,29
2023,충청남도,충청남도 아산시,1289,16,1881,1.24,199,1058,32,0,0,67,161,51,837,34,49,90
2023,충청남도,충청남도 예산군,374,10,531,2.67,73,270,31,0,0,21,37,18,213,16,12,57
2023,충청남도,충청남도 천안시,3403,37,4785,1.09,577,2725,101,0,0,153,393,355,1897,154,138,313
2023,충청남도,충청남도 청양군,165,9,232,5.45,17,102,46,0,0,6,7,4,109,3,2,34
2023,충청남도,충청남도 태안군,218,6,335,2.75,37,172,9,0,0,25,15,4,128,31,2,13
2023,충청남도,충청남도 홍성군,236,9,330,3.81,51,177,8,0,0,15,45,9,122,21,10,14
2023,충청북도,충청북도 괴산군,164,12,244,7.32,18,116,30,0,0,17,5,21,88,0,1,32
2023,충청북도,충청북도 단양군,100,5,160,5.0,16,75,9,0,0,10,5,6,68,5,0,6
2023,충청북도,충청북도 보은군,133,12,238,9.02,19,105,9,0,0,17,13,6,67,19,1,10
2023,충청북도,충청북도 영동군,134,7,165,5.22,27,97,10,0,0,11,5,5,69,7,6,31
2023,충청북도,충청북도 옥천군,147,12,222,8.16,20,107,20,0,0,9,9,6,103,15,3,2
2023,충청북도,충청북도 음성군,479,19,741,3.97,46,403,30,0,0,31,49,40,237,87,6,29
2023,충청북도,충청북도 제천시,737,11,1124,1.49,90,593,54,0,0,43,84,79,349,38,23,121
2023,충청북도,충청북도 증평군,206,3,294,1.46,47,147,12,0,0,8,30,23,101,4,7,33
2023,충청북도,충청북도 진천군,476,9,714,1.89,60,393,23,0,0,26,40,45,312,31,9,13
2023,충청북도,충청북도 청주시,4337,48,6273,1.11,623,3549,165,0,0,158,531,438,2471,341,135,263
2023,충청북도,충청북도 충주시,1026,16,1561,1.56,146,845,35,0,0,51,139,138,521,66,28,83
